"timegroups","COMMON.NAME","timegroupsf","mean_trans","se_trans","lci","mean","rci","lci_std","mean_std","rci_std","lci_std_2014","mean_std_2014","rci_std_2014","lci_ext","mean_ext","rci_ext","lci_comb","mean_comb","rci_comb","se_comb","lci_comb_std","mean_comb_std","rci_comb_std"
2024,"Red Junglefowl","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0270503319126122,0.0322910347531333,0.0385470658473472,0.0270503319126122,0.0322910347531333,0.0385470658473472,0.00267382797985768,75.8922212213453,98.060735354087,120.229249486829
2025,"Red Junglefowl","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263048722415398,0.0322014647110191,0.0394198580405007,0.0263048722415398,0.0322014647110191,0.0394198580405007,0.00300846554565267,74.177525723653,97.7887309335855,121.399936143518
2026,"Red Junglefowl","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255730124092311,0.0321121431215328,0.0403233580524747,0.0255730124092311,0.0321121431215328,0.0403233580524747,0.00333629117974576,72.4203725282837,97.5174810088004,122.614589489317
2027,"Red Junglefowl","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0248567983252037,0.0320230692955076,0.0412553923352668,0.0248567983252037,0.0320230692955076,0.0412553923352668,0.00365626069913464,70.6419975627108,97.2469834868843,123.851969411058
2028,"Red Junglefowl","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0241573220812225,0.0319342425456882,0.0422147721315323,0.0241573220812225,0.0319342425456882,0.0422147721315323,0.0039678165635029,68.8582186202073,96.9772362807946,125.096253941382
2029,"Red Junglefowl","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0234751200696112,0.0318456621867257,0.0432008951223161,0.0234751200696112,0.0318456621867257,0.0432008951223161,0.00427068475362985,67.0807782696376,96.7082373092782,126.335696348919
2030,"Red Junglefowl","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0228103914339916,0.0317573275351722,0.0442135267645306,0.0228103914339916,0.0317573275351722,0.0442135267645306,0.00456476331692889,65.3183765223523,96.439984496855,127.561592471358
1992,"Gray Junglefowl","before 2000",-3.81038201270158,0.0839297720451411,0.0186062002902814,0.0218964348205147,0.0257608211761405,100,100,100,NA,NA,NA,NA,NA,NA,0.0186062002902814,0.0218964348205147,0.0257608211761405,0.00167869108685374,NA,NA,NA
2003,"Gray Junglefowl","2000-2006",-3.98723861600279,0.0845677569911522,0.0155944563337081,0.0183798612350745,0.0216572835267248,67.8090670538858,83.9399718983223,104.739694611563,NA,NA,NA,NA,NA,NA,0.0155944563337081,0.0183798612350745,0.0216572835267248,0.00142112494967675,NA,NA,NA
2009,"Gray Junglefowl","2007-2010",-3.8321088526697,0.0758152321646409,0.0184991887425278,0.0214309050329243,0.0248213288503308,78.9033769782055,97.8739470995787,121.164104359518,NA,NA,NA,NA,NA,NA,0.0184991887425278,0.0214309050329243,0.0248213288503308,0.00149577361754924,NA,NA,NA
2012,"Gray Junglefowl","2011-2012",-4.05134627616183,0.08253054179435,0.0146913385441741,0.0172484476599031,0.0202460435540813,62.7836824712413,78.7728586926993,98.6736920812413,NA,NA,NA,NA,NA,NA,0.0146913385441741,0.0172484476599031,0.0202460435540813,0.00130464750802501,NA,NA,NA
2013,"Gray Junglefowl","2013",-4.09401028418742,0.075688677122453,0.0142708212644509,0.016534026294086,0.0191526514781302,60.5282871674215,75.5101295238954,95.5380523628999,NA,NA,NA,NA,NA,NA,0.0142708212644509,0.016534026294086,0.0191526514781302,0.0011546964436914,NA,NA,NA
2014,"Gray Junglefowl","2014",-4.14214013163366,0.0757464007991669,0.0136032901604582,0.0157632496743284,0.0182629851536047,58.7558212737637,71.9900285299405,90.2898758977589,100,100,100,NA,NA,NA,0.0136032901604582,0.0157632496743284,0.0182629851536047,0.00110202016013786,100,100,100
2015,"Gray Junglefowl","2015",-4.18751964502298,0.0741762026332261,0.013043537281876,0.0150692054966831,0.0174066768893737,56.0948222822123,68.820361032312,85.8080296764087,78.5483659937297,95.5970742582631,117.102881927898,NA,NA,NA,0.013043537281876,0.0150692054966831,0.0174066768893737,0.0010335041912281,77.2469770412632,95.5970742582631,113.947171475263
2016,"Gray Junglefowl","2016",-4.28162869685589,0.0759703522837242,0.0118375480226551,0.0137250752876229,0.0159111424942034,50.4459673309614,62.6817808475555,77.1162761559385,70.4725907929488,87.0700875211993,106.931620431443,NA,NA,NA,0.0118375480226551,0.0137250752876229,0.0159111424942034,0.000963024114779487,70.1666672017218,87.0700875211993,103.973507840677
2017,"Gray Junglefowl","2017",-4.12963543852291,0.0722996594112725,0.0138659905759985,0.0159600105685313,0.0183673099320908,59.0436319199141,72.8886263876091,90.5597376857384,82.3006956523771,101.248225450133,122.802220325389,NA,NA,NA,0.0138659905759985,0.0159600105685313,0.0183673099320908,0.00106837754721063,82.040289689759,101.248225450133,120.456161210507
2018,"Gray Junglefowl","2018",-4.25395289779918,0.0727530467129127,0.0122442059540998,0.0141075034044735,0.0162520129811406,51.9065044467343,64.4283122805737,80.8416769656733,72.7546927620006,89.496161616019,109.351039438185,NA,NA,NA,0.0122442059540998,0.0141075034044735,0.0162520129811406,0.000950661964476368,72.463516852711,89.496161616019,106.528806379327
2019,"Gray Junglefowl","2019",-4.196172911658,0.0739958591756083,0.0129364270199164,0.0149403449831749,0.0172519575229222,54.8841479092414,68.2318610570213,85.4609575050614,77.3273961822656,94.7795999672981,117.796633865811,NA,NA,NA,0.0129364270199164,0.0149403449831749,0.0172519575229222,0.00102240712411148,76.6060809628762,94.7795999672981,112.95311897172
2020,"Gray Junglefowl","2020",-4.18091863499641,0.0732908447203656,0.0131520055727372,0.0151682457579208,0.0174908322307856,55.6075263569744,69.2726733016357,86.7399744717349,78.5513555026496,96.2253727581528,120.428268771551,NA,NA,NA,0.0131520055727372,0.0151682457579208,0.0174908322307856,0.00102869397203243,77.8554148533525,96.2253727581528,114.595330662953
2021,"Gray Junglefowl","2021",-4.15643103620555,0.0703580991894267,0.0135529914082394,0.0155413277978616,0.017818725364495,57.6936044422573,70.976521635846,88.6171312679609,81.7598924442897,98.5921565600256,120.205737751242,NA,NA,NA,0.0135529914082394,0.0155413277978616,0.017818725364495,0.00101445734164397,80.1093084664234,98.5921565600256,117.075004653628
2022,"Gray Junglefowl","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0134992088126769,0.0150653187268884,0.016813120790427,0.0134992088126769,0.0150653187268884,0.016813120790427,0.000799035670516047,79.1343993454742,95.5724170976203,112.010434849766
2023,"Gray Junglefowl","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132456683417986,0.0150766614317048,0.0171607588277716,0.0132456683417986,0.0150766614317048,0.0171607588277716,0.000934180147911318,78.1320820361681,95.6443737375947,113.156665439021
2024,"Gray Junglefowl","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129889865058895,0.0150880126764636,0.0175262424379227,0.0129889865058895,0.0150880126764636,0.0175262424379227,0.00107093171968066,77.0259634617899,95.7163845538493,114.406805645909
2025,"Gray Junglefowl","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127323003291086,0.0150993724675943,0.0179065088807174,0.0127323003291086,0.0150993724675943,0.0179065088807174,0.00120768986657432,75.8443110783978,95.7884495871733,115.732588095949
2026,"Gray Junglefowl","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124773907983913,0.0151107408115317,0.018299858645345,0.0124773907983913,0.0151107408115317,0.018299858645345,0.00134354592507161,74.6093562592471,95.8605688783871,117.111781497527
2027,"Gray Junglefowl","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012225310963117,0.0151221177147151,0.0187053274037453,0.012225310963117,0.0151221177147151,0.0187053274037453,0.00147796262836637,73.338302589531,95.9327424683412,118.527182347151
2028,"Gray Junglefowl","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119767008227012,0.0151335031835888,0.01912237117701,0.0119767008227012,0.0151335031835888,0.01912237117701,0.00161061344943246,72.0443655176458,96.0049703979175,119.965575278189
2029,"Gray Junglefowl","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117319542780345,0.0151448972246019,0.0195506994408591,0.0117319542780345,0.0151448972246019,0.0195506994408591,0.00174129742171805,70.7376758847783,96.0772527080282,121.416829531278
2030,"Gray Junglefowl","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011491312355327,0.0151562998442085,0.0199901819622078,0.011491312355327,0.0151562998442085,0.0199901819622078,0.00186989157595993,69.4260065515504,96.1495894396167,122.873172327683
1992,"Gray Francolin","before 2000",-2.21374844874307,0.0693014886178099,0.0909991830993518,0.1035297857653,0.117671326382084,100,100,100,NA,NA,NA,NA,NA,NA,0.0909991830993518,0.1035297857653,0.117671326382084,0.00639316462548361,NA,NA,NA
2003,"Gray Francolin","2000-2006",-2.44619385746178,0.0720554531961146,0.0724547050911392,0.0829769383643841,0.0949474542750841,65.6329292357081,80.1478895672512,96.8569057355101,NA,NA,NA,NA,NA,NA,0.0724547050911392,0.0829769383643841,0.0949474542750841,0.00536848636390045,NA,NA,NA
2009,"Gray Francolin","2007-2010",-2.18031912576893,0.0669952052731342,0.0943475125501965,0.106854218197579,0.120905259111026,86.4320036081123,103.211087908379,122.268634174839,NA,NA,NA,NA,NA,NA,0.0943475125501965,0.106854218197579,0.120905259111026,0.00638097226907292,NA,NA,NA
2012,"Gray Francolin","2011-2012",-2.20855736161907,0.0680621828751915,0.0916623370604547,0.104039562081803,0.117976789090512,83.3936079541314,100.492395799658,119.563816290662,NA,NA,NA,NA,NA,NA,0.0916623370604547,0.104039562081803,0.117976789090512,0.00631491072517779,NA,NA,NA
2013,"Gray Francolin","2013",-2.16146417438008,0.0641163734270531,0.0965705741012453,0.108773244614409,0.122410637711919,87.4899816563095,105.064686273954,125.823633613156,NA,NA,NA,NA,NA,NA,0.0965705741012453,0.108773244614409,0.122410637711919,0.00622585230263454,NA,NA,NA
2014,"Gray Francolin","2014",-2.03485645804074,0.0640162611443303,0.108889875448209,0.12251835565203,0.137716818422023,100.209983966407,118.341166019388,141.301464411289,100,100,100,NA,NA,NA,0.108889875448209,0.12251835565203,0.137716818422023,0.00695330622643907,100,100,100
2015,"Gray Francolin","2015",-2.09204222814382,0.0624771723347222,0.10345642301052,0.116120728367767,0.130219560805611,95.4807570137751,112.161661988764,133.786346227285,81.3491963728095,94.7782295557139,112.00665774937,NA,NA,NA,0.10345642301052,0.116120728367767,0.130219560805611,0.00646138028430983,80.0135217609477,94.7782295557139,109.54293735048
2016,"Gray Francolin","2016",-2.09555027948781,0.0630264024240439,0.103008465641046,0.115738582805668,0.129924806866693,93.6609802300663,111.792545449718,132.078372443359,80.0501118971988,94.4663207318767,111.90079832217,NA,NA,NA,0.103008465641046,0.115738582805668,0.129924806866693,0.00649495773705194,79.6886485200424,94.4663207318767,109.243992943711
2017,"Gray Francolin","2017",-1.98694069019916,0.0616551202961169,0.114415003590105,0.128129399010434,0.1433505055756,105.74593418027,123.76090422992,145.197142505066,88.7204870762272,104.579757317622,122.334682533571,NA,NA,NA,0.114415003590105,0.128129399010434,0.1433505055756,0.00699714052057591,88.4357793309688,104.579757317622,120.723735304275
2018,"Gray Francolin","2018",-1.94854597138212,0.0614274195481468,0.118666467273248,0.132796049315897,0.148461778101026,108.165587869979,128.268447900533,151.472522271208,93.0065762825066,108.388697031698,127.811580151425,NA,NA,NA,0.118666467273248,0.132796049315897,0.148461778101026,0.00720897042992295,91.7043733575716,108.388697031698,125.073020705825
2019,"Gray Francolin","2019",-1.9294736571044,0.0617048595799348,0.120746007012635,0.135171983190306,0.151168461512469,110.058077001929,130.563375738784,153.696073061511,92.576664346254,110.327944307557,129.654724371892,NA,NA,NA,0.120746007012635,0.135171983190306,0.151168461512469,0.00736019192738321,93.3204974359918,110.327944307557,127.335391179123
2020,"Gray Francolin","2020",-1.89548480261078,0.0621669159116723,0.12454354696449,0.139503282505788,0.156094285298935,113.020312129488,134.747002009682,160.170392096189,96.3814790251737,113.863169125448,134.609076887095,NA,NA,NA,0.12454354696449,0.139503282505788,0.156094285298935,0.00763251813331536,96.2702962453442,113.863169125448,131.456042005551
2021,"Gray Francolin","2021",-1.90998919242501,0.0620844261749617,0.122883768086478,0.1376395902941,0.154006516127187,112.833074626197,132.946851262811,157.406623289646,95.2781995522556,112.342015660916,131.658101284562,NA,NA,NA,0.122883768086478,0.1376395902941,0.154006516127187,0.00752848071817466,94.986473678736,112.342015660916,129.697557643096
2022,"Gray Francolin","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131630853985254,0.144629898812537,0.158912648495527,0.131630853985254,0.144629898812537,0.158912648495527,0.00663216572820557,101.165683952395,118.04753503492,134.929386117445
2023,"Gray Francolin","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132876527660459,0.148580586034012,0.166140633977296,0.132876527660459,0.148580586034012,0.166140633977296,0.00801227468038399,102.663770755358,121.272102652114,139.88043454887
2024,"Gray Francolin","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134070529264501,0.152639189596783,0.17377959443121,0.134070529264501,0.152639189596783,0.17377959443121,0.0094738062919805,104.048140976847,124.584752043441,145.121363110035
2025,"Gray Francolin","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135234596185219,0.156808657326397,0.181824442162936,0.135234596185219,0.156808657326397,0.181824442162936,0.0110071740516214,105.343678158984,127.987889236578,150.632100314173
2026,"Gray Francolin","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136381281928559,0.161092017570733,0.190280057189982,0.136381281928559,0.161092017570733,0.190280057189982,0.0126075181847825,106.570086790445,131.48398598187,156.397885173296
2027,"Gray Francolin","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137518282695994,0.165492381399537,0.199156997632341,0.137518282695994,0.165492381399537,0.199156997632341,0.0142724993385421,107.742703845204,135.075581547601,162.408459249998
2028,"Gray Francolin","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138650562472342,0.170012944864039,0.208469413365045,0.138650562472342,0.170012944864039,0.208469413365045,0.0160012155059676,108.873398202185,138.765284564299,168.657170926412
2029,"Gray Francolin","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139781464123438,0.174656991318294,0.218233975496352,0.139781464123438,0.174656991318294,0.218233975496352,0.0177936363239061,109.97136468684,142.555774919429,175.140185152019
2030,"Gray Francolin","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140913323773282,0.179427893803932,0.228469304483324,0.140913323773282,0.179427893803932,0.228469304483324,0.0196502908319645,111.043762750633,146.449805703836,181.855848657038
1992,"Swamp Francolin","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Swamp Francolin","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Swamp Francolin","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Swamp Francolin","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Swamp Francolin","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Swamp Francolin","2014",-4.11697424510552,0.188441777920272,0.0111988313449616,0.016161715835081,0.0232979012035036,100,100,100,100,100,100,NA,NA,NA,0.0111988313449616,0.016161715835081,0.0232979012035036,0.00253208392353029,100,100,100
2015,"Swamp Francolin","2015",-3.70590398220851,0.151622727426599,0.0180935410624934,0.0242784098510805,0.032542136051997,93.580604127607,150.221734491713,246.529311416468,93.1054975223622,150.221734491713,243.574708217881,NA,NA,NA,0.0180935410624934,0.0242784098510805,0.032542136051997,0.00315554530029956,90.2848788967568,150.221734491713,210.15859008667
2016,"Swamp Francolin","2016",-3.8218553284404,0.133681756271811,0.0167010979105001,0.0216493695321596,0.0280426958744587,85.7629582924466,133.954647842323,214.692155904117,85.1237849080206,133.954647842323,209.954553407482,NA,NA,NA,0.0167010979105001,0.0216493695321596,0.0280426958744587,0.0025246283783977,82.676493931889,133.954647842323,185.232801752757
2017,"Swamp Francolin","2017",-3.74011738973778,0.116891033291533,0.0187108259638563,0.0234714722505982,0.0294251022838431,96.7001039124041,145.228838881392,217.126712428851,92.6608729304243,145.228838881392,220.35591399421,NA,NA,NA,0.0187108259638563,0.0234714722505982,0.0294251022838431,0.00242890116670506,91.7824979944996,145.228838881392,198.675179768285
2018,"Swamp Francolin","2018",-3.57256551569286,0.116283352492106,0.0221118843216205,0.027693030343123,0.0346577268088618,111.153697172973,171.349568484628,262.234644368398,112.968642938628,171.349568484628,263.780917990562,NA,NA,NA,0.0221118843216205,0.027693030343123,0.0346577268088618,0.00284752348035841,108.412044378772,171.349568484628,234.287092590484
2019,"Swamp Francolin","2019",-3.44069663988975,0.116206163987154,0.0251929407654902,0.0315344386982818,0.0394396227361281,129.611213105491,195.11813609439,297.115053892882,126.37358155942,195.11813609439,300.411194071081,NA,NA,NA,0.0251929407654902,0.0315344386982818,0.0394396227361281,0.00323545812897531,123.497221497668,195.11813609439,266.739050691111
2020,"Swamp Francolin","2020",-3.78364056703612,0.112973030916289,0.0180580195097683,0.0224831554027335,0.0279771310584374,91.8322997860845,139.113666099308,209.996571602817,90.3691259802437,139.113666099308,219.726458113714,NA,NA,NA,0.0180580195097683,0.0224831554027335,0.0279771310584374,0.00225772239437,88.3735582409047,139.113666099308,189.853773957712
2021,"Swamp Francolin","2021",-3.56709695520566,0.105667945126284,0.0226938384523196,0.0278427523064483,0.034139324387966,114.61193420677,172.275967419327,258.771820946011,112.977993456988,172.275967419327,263.279251492997,NA,NA,NA,0.0226938384523196,0.0278427523064483,0.034139324387966,0.00262699686435141,110.521696742844,172.275967419327,234.03023809581
2022,"Swamp Francolin","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253631200580817,0.030934236796388,0.0377290729209828,0.0253631200580817,0.030934236796388,0.0377290729209828,0.00284240649913586,123.265940918258,191.40440973007,259.542878541883
2023,"Swamp Francolin","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257629353611615,0.0327391808103817,0.0416044967356757,0.0257629353611615,0.0327391808103817,0.0416044967356757,0.00355930890266338,126.857623596526,202.572431940162,278.287240283798
2024,"Swamp Francolin","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261339224724335,0.0346494392989202,0.045939665008035,0.0261339224724335,0.0346494392989202,0.045939665008035,0.00434465144208503,130.068919385629,214.392083442708,298.715247499788
2025,"Swamp Francolin","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264885800637536,0.0366711571276958,0.0507680578516293,0.0264885800637536,0.0366711571276958,0.0507680578516293,0.00519519237956238,132.963629706483,226.901385359695,320.839141012906
2026,"Swamp Francolin","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0268338156347721,0.0388108377016671,0.0561336912948471,0.0268338156347721,0.0388108377016671,0.0561336912948471,0.00611072554433415,135.595286760602,240.140577261131,344.685867761661
2027,"Swamp Francolin","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0271737177127133,0.041075363885028,0.0620888733784889,0.0271737177127133,0.041075363885028,0.0620888733784889,0.00709267661852788,138.007364326341,254.15224660657,370.297128886799
2028,"Swamp Francolin","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0275108510339322,0.0434720201418118,0.0686934959910608,0.0275108510339322,0.0434720201418118,0.0686934959910608,0.0081434536264692,140.234506914319,268.981465739241,397.728424564163
2029,"Swamp Francolin","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278469053935992,0.0460085159683499,0.076015036920277,0.0278469053935992,0.0460085159683499,0.076015036920277,0.00926612784426055,142.304015753951,284.675936873502,427.047857993054
2030,"Swamp Francolin","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0281830418227769,0.0486930106929621,0.0841289348841233,0.0281830418227769,0.0486930106929621,0.0841289348841233,0.0104642698317272,144.237249611281,301.286145541973,458.335041472665
1992,"Black Francolin","before 2000",-2.82710799176826,0.0990882951789123,0.0475682156835671,0.0574664527077181,0.0693482219048162,100,100,100,NA,NA,NA,NA,NA,NA,0.0475682156835671,0.0574664527077181,0.0693482219048162,0.00505012093068929,NA,NA,NA
2003,"Black Francolin","2000-2006",-3.25334985075532,0.108113990146383,0.0307813871400241,0.0379073636130239,0.0466429148814754,50.2621178343352,65.9643354111757,87.208285032449,NA,NA,NA,NA,NA,NA,0.0307813871400241,0.0379073636130239,0.0466429148814754,0.00363570228214277,NA,NA,NA
2009,"Black Francolin","2007-2010",-3.42106211348031,0.0975606186221074,0.0266292330408484,0.0321495612492883,0.0387912749322253,42.8160977590917,55.9449204439417,73.4897561127169,NA,NA,NA,NA,NA,NA,0.0266292330408484,0.0321495612492883,0.0387912749322253,0.00281649398389789,NA,NA,NA
2012,"Black Francolin","2011-2012",-3.05211089719716,0.0941216025296043,0.0385355632337129,0.0461597362869796,0.0552484698491036,61.3341458091022,80.3246661521879,102.439123558722,NA,NA,NA,NA,NA,NA,0.0385355632337129,0.0461597362869796,0.0552484698491036,0.00388988421085032,NA,NA,NA
2013,"Black Francolin","2013",-3.24772271562753,0.092980798676579,0.0318691950084237,0.0381171452568876,0.045560896347011,51.0018317770074,66.3293860345903,85.2555355749389,NA,NA,NA,NA,NA,NA,0.0318691950084237,0.0381171452568876,0.045560896347011,0.00318772971860406,NA,NA,NA
2014,"Black Francolin","2014",-3.3204227316126,0.0924607066332074,0.0296978177991203,0.0354923856308118,0.0423926496565879,48.6425550806912,61.7619218839394,79.7878157318646,100,100,100,NA,NA,NA,0.0296978177991203,0.0354923856308118,0.0423926496565879,0.00295641215902629,100,100,100
2015,"Black Francolin","2015",-3.24272738997418,0.0816319476078046,0.0327346522027869,0.0383043258625487,0.0447995022427371,51.9791982308745,66.6551075587864,85.3677544527554,84.7100688699907,107.922657724353,137.295160200135,NA,NA,NA,0.0327346522027869,0.0383043258625487,0.0447995022427371,0.00284167023457231,84.327931546788,107.922657724353,131.517383901919
2016,"Black Francolin","2016",-3.34919199656021,0.0770548338965645,0.029739567783461,0.0345034146989676,0.0400144923263869,47.8770814269363,60.0409683793367,76.8211010431594,75.8406977430142,97.2135687295538,121.050589729652,NA,NA,NA,0.029739567783461,0.0345034146989676,0.0400144923263869,0.00243053414056458,76.4276843792651,97.2135687295538,117.999453079843
2017,"Black Francolin","2017",-3.22467807553312,0.0751319054352896,0.0337407465541907,0.038988191143532,0.045032533696657,53.7010206590975,67.845132780043,86.6215143647778,88.5190138570074,109.849452074265,136.793344760421,NA,NA,NA,0.0337407465541907,0.038988191143532,0.045032533696657,0.00267726764762308,86.6066978486457,109.849452074265,133.092206299884
2018,"Black Francolin","2018",-3.14744389725807,0.0713543665957201,0.0366655509737165,0.0420520183754176,0.0482098009629427,58.8036572351663,73.1766385325707,92.3061325791856,94.5126199994517,118.481802865658,147.899655688076,NA,NA,NA,0.0366655509737165,0.0420520183754176,0.0482098009629427,0.00274819765392914,93.8952531833249,118.481802865658,143.068352547991
2019,"Black Francolin","2019",-3.15943751450865,0.0728243524848947,0.0361340964652793,0.0415612415549791,0.0477831067220687,57.1675950765559,72.3226153637236,92.0089219949139,94.4198264992559,117.099036360348,148.327122446612,NA,NA,NA,0.0361340964652793,0.0415612415549791,0.0477831067220687,0.00276895157637747,92.6182792357331,117.099036360348,141.579793484962
2020,"Black Francolin","2020",-3.03819707646902,0.0703480732474293,0.0408895321266646,0.0467911124892561,0.0535204349321218,64.9543738485512,81.4233527293599,101.589007481917,105.603086144106,131.834227701605,164.633516853932,NA,NA,NA,0.0408895321266646,0.0467911124892561,0.0535204349321218,0.00301101038907731,104.635971969833,131.834227701605,159.032483433376
2021,"Black Francolin","2021",-3.00611234246347,0.0695643328993188,0.042257686151427,0.048279310769305,0.0551340198606284,67.044654104243,84.0130345522802,105.360591530888,111.327352755469,136.027234887791,172.311709543011,NA,NA,NA,0.042257686151427,0.048279310769305,0.0551340198606284,0.003072257458101,108.080064962377,136.027234887791,163.974404813204
2022,"Black Francolin","2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0440453533436845,0.0495876729509085,0.055827394311024,0.0440453533436845,0.0495876729509085,0.055827394311024,0.00282771408531832,112.070500375132,139.71355283557,167.356605296008
2023,"Black Francolin","2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0450200566763313,0.0518719363918532,0.0597666458837459,0.0450200566763313,0.0518719363918532,0.0597666458837459,0.00349585699771524,115.457068420657,146.149478176586,176.841887932516
2024,"Black Francolin","2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0459860401789361,0.054261424763857,0.0640260001936925,0.0459860401789361,0.054261424763857,0.0640260001936925,0.00422213499230659,118.725953209859,152.881875364138,187.037797518417
2025,"Black Francolin","2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0469534637444518,0.0567609852688309,0.0686170772453211,0.0469534637444518,0.0567609852688309,0.0686170772453211,0.00500383751243828,121.907547810459,159.924401417399,197.941255024339
2026,"Black Francolin","2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0479282291068592,0.0593756883957543,0.0735573259886033,0.0479282291068592,0.0593756883957543,0.0735573259886033,0.00584054045351789,125.027415113391,167.29134246814,209.555269822888
2027,"Black Francolin","2027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0489140365227848,0.0621108382064264,0.0788680815762952,0.0489140365227848,0.0621108382064264,0.0788680815762952,0.0067330620834906,128.106490049239,174.997642740888,221.888795432537
2028,"Black Francolin","2028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499133722797568,0.0649719830950327,0.0845737002829853,0.0499133722797568,0.0649719830950327,0.0845737002829853,0.00768296470167138,131.161713076103,183.058934868072,234.956156660041
2029,"Black Francolin","2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0509280154330595,0.0679649270433521,0.0907011841857408,0.0509280154330595,0.0679649270433521,0.0907011841857408,0.00869230184198604,134.206753964036,191.491571601628,248.776389239221
2030,"Black Francolin","2030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0519593137524905,0.071095741394437,0.0972800462396867,0.0519593137524905,0.071095741394437,0.0972800462396867,0.00976348349078902,137.252677043129,200.312658985416,263.372640927704
1992,"Painted Francolin","before 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Painted Francolin","2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Painted Francolin","2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Painted Francolin","2011-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
