"","gridg1","gridg3","month","no.sp","timegroups","OBSERVATION.COUNT","OBSERVER.ID","TEMP.REGION","timegroups1","DATETIME"
"13886","13694","869","2",7,"2018",0,NA,NA,NA,NA
"13887","13694","869","2",8,"2018",0,NA,NA,NA,NA
"13888","13694","869","2",14,"2018",0,NA,NA,NA,NA
"13889","13694","869","2",46,"2018",0,NA,NA,NA,NA
"13890","13694","869","2",3,"2018",0,NA,NA,NA,NA
"13891","13694","869","2",22,"2018",0,NA,NA,NA,NA
"13892","13694","869","2",16,"2018",0,NA,NA,NA,NA
"13893","13564","869","2",3,"2018",0,NA,NA,NA,NA
"13894","13564","869","2",43,"2018",0,NA,NA,NA,NA
"13895","13564","869","2",14,"2018",0,NA,NA,NA,NA
"13896","13694","869","2",18,"2018",0,NA,NA,NA,NA
"13897","13564","869","2",14,"2018",1,771486,NA,"2015-2019",2023-06-01 07:13:00
"13898","13564","869","2",39,"2018",1,1004677,NA,"2015-2019",2023-06-01 08:15:00
"13899","13564","869","2",7,"2018",0,NA,NA,NA,NA
"13900","13692","869","2",23,"2018",0,NA,NA,NA,NA
"13901","13692","869","2",13,"2018",1,564242,NA,"2015-2019",2023-06-01 12:30:00
"13902","13692","869","2",5,"2018",0,NA,NA,NA,NA
"13903","13694","869","2",25,"2018",0,NA,NA,NA,NA
"13904","13564","869","2",17,"2018",0,NA,NA,NA,NA
"13905","13564","869","2",39,"2018",1,1004677,NA,"2015-2019",2023-06-01 16:17:00
"13906","13564","869","2",12,"2018",0,NA,NA,NA,NA
"13907","13564","869","2",11,"2018",0,NA,NA,NA,NA
"13908","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13909","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13910","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13911","13564","869","2",2,"2018",0,NA,NA,NA,NA
"13912","13821","869","2",11,"2018",0,NA,NA,NA,NA
"13913","13564","869","2",17,"2018",0,NA,NA,NA,NA
"13914","13692","869","2",28,"2018",1,1023256,NA,"2015-2019",2023-06-01 10:30:00
"13915","13564","869","2",6,"2018",0,NA,NA,NA,NA
"13916","13821","869","2",14,"2018",0,NA,NA,NA,NA
"13917","13564","869","2",33,"2018",1,1004677,NA,"2015-2019",2023-06-01 07:21:00
"13918","13564","869","2",27,"2018",0,NA,NA,NA,NA
"13919","13564","869","2",20,"2018",0,NA,NA,NA,NA
"13920","13564","869","2",15,"2018",0,NA,NA,NA,NA
"13921","13822","869","2",53,"2018",1,564242,NA,"2015-2019",2023-06-01 08:54:00
"13922","13564","869","2",5,"2018",0,NA,NA,NA,NA
"13923","13564","869","2",3,"2018",0,NA,NA,NA,NA
"13924","13564","869","2",2,"2018",0,NA,NA,NA,NA
"13925","13564","869","2",18,"2018",0,NA,NA,NA,NA
"13926","13564","869","2",11,"2018",0,NA,NA,NA,NA
"13927","13564","869","2",2,"2018",0,NA,NA,NA,NA
"13928","13564","869","2",4,"2018",1,651929,NA,"2015-2019",2023-06-01 14:47:00
"13929","13564","869","2",2,"2018",0,NA,NA,NA,NA
"13930","13564","869","2",13,"2018",0,NA,NA,NA,NA
"13931","13564","869","2",1,"2018",0,NA,NA,NA,NA
"13932","13694","869","2",26,"2018",0,NA,NA,NA,NA
"13933","13564","869","2",18,"2018",0,NA,NA,NA,NA
"13934","13564","869","2",27,"2018",0,NA,NA,NA,NA
"13935","13564","869","2",8,"2018",1,1156008,NA,"2015-2019",2023-06-01 10:52:00
"13936","13692","869","2",6,"2018",0,NA,NA,NA,NA
"13937","13564","869","2",27,"2018",1,1004677,NA,"2015-2019",2023-06-01 16:25:00
"13938","13564","869","2",32,"2018",0,NA,NA,NA,NA
"13939","13692","869","2",16,"2018",0,NA,NA,NA,NA
"13940","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13941","13564","869","2",24,"2018",0,NA,NA,NA,NA
"13942","13693","869","2",44,"2018",0,NA,NA,NA,NA
"13943","13564","869","2",14,"2018",0,NA,NA,NA,NA
"13944","13692","869","2",7,"2018",0,NA,NA,NA,NA
"13945","13564","869","2",11,"2018",0,NA,NA,NA,NA
"13946","13564","869","2",22,"2018",0,NA,NA,NA,NA
"13947","13564","869","2",5,"2018",0,NA,NA,NA,NA
"13948","13564","869","2",5,"2018",0,NA,NA,NA,NA
"13949","13951","869","2",14,"2018",0,NA,NA,NA,NA
"13950","13694","869","2",14,"2018",0,NA,NA,NA,NA
"13951","13564","869","2",25,"2018",0,NA,NA,NA,NA
"13952","13694","869","2",12,"2018",0,NA,NA,NA,NA
"13953","13564","869","2",6,"2018",0,NA,NA,NA,NA
"13954","13564","869","2",11,"2018",0,NA,NA,NA,NA
"13955","13564","869","2",41,"2018",0,NA,NA,NA,NA
"13956","13564","869","2",40,"2018",0,NA,NA,NA,NA
"13957","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13958","13564","869","2",30,"2018",0,NA,NA,NA,NA
"13959","13564","869","2",35,"2018",0,NA,NA,NA,NA
"13960","13564","869","2",9,"2018",0,NA,NA,NA,NA
"13961","13694","869","2",27,"2018",0,NA,NA,NA,NA
"13962","13564","869","2",31,"2018",0,NA,NA,NA,NA
"13963","13692","869","2",25,"2018",1,564242,NA,"2015-2019",2023-06-01 10:17:00
"13964","13692","869","2",22,"2018",0,NA,NA,NA,NA
"13965","13564","869","2",12,"2018",0,NA,NA,NA,NA
"13966","13564","869","2",26,"2018",0,NA,NA,NA,NA
"13967","13564","869","2",23,"2018",0,NA,NA,NA,NA
"13968","13564","869","2",7,"2018",0,NA,NA,NA,NA
"13969","13564","869","2",15,"2018",0,NA,NA,NA,NA
"13970","13694","869","2",8,"2018",0,NA,NA,NA,NA
"13971","13564","869","2",8,"2018",0,NA,NA,NA,NA
"13972","13564","869","2",3,"2018",0,NA,NA,NA,NA
"13973","13564","869","2",5,"2018",0,NA,NA,NA,NA
"13974","13693","869","2",44,"2007-2010",0,NA,NA,NA,NA
"13975","13693","869","2",40,"2016",0,NA,NA,NA,NA
"13976","13564","869","2",15,"2019",0,NA,NA,NA,NA
"13977","13694","869","2",32,"2019",0,NA,NA,NA,NA
"13978","13693","869","2",18,"2019",0,NA,NA,NA,NA
"13979","13564","869","2",14,"2019",0,NA,NA,NA,NA
"13980","13694","869","2",8,"2019",0,NA,NA,NA,NA
"13981","13694","869","2",11,"2019",0,NA,NA,NA,NA
"13982","13564","869","2",5,"2019",0,NA,NA,NA,NA
"13983","13564","869","2",11,"2019",0,NA,NA,NA,NA
"13984","13564","869","2",11,"2019",0,NA,NA,NA,NA
"13985","13564","869","2",5,"2019",0,NA,NA,NA,NA
"13986","13564","869","2",5,"2019",0,NA,NA,NA,NA
"13987","13564","869","2",10,"2019",0,NA,NA,NA,NA
"13988","13564","869","2",22,"2019",0,NA,NA,NA,NA
"13989","13564","869","2",4,"2019",0,NA,NA,NA,NA
"13990","13694","869","2",6,"2019",0,NA,NA,NA,NA
"13991","13564","869","2",7,"2019",0,NA,NA,NA,NA
"13992","13951","869","2",7,"2019",0,NA,NA,NA,NA
"13993","13564","869","2",33,"2019",0,NA,NA,NA,NA
"13994","13564","869","2",5,"2019",0,NA,NA,NA,NA
"13995","13564","869","2",23,"2019",0,NA,NA,NA,NA
"13996","13951","869","2",1,"2019",0,NA,NA,NA,NA
"13997","13951","869","2",6,"2019",0,NA,NA,NA,NA
"13998","13564","869","2",15,"2019",0,NA,NA,NA,NA
"13999","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14000","13694","869","2",7,"2019",0,NA,NA,NA,NA
"14001","13564","869","2",25,"2019",0,NA,NA,NA,NA
"14002","13694","869","2",11,"2019",0,NA,NA,NA,NA
"14003","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14004","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14005","13951","869","2",8,"2019",0,NA,NA,NA,NA
"14006","13694","869","2",9,"2019",0,NA,NA,NA,NA
"14007","13564","869","2",17,"2019",1,1505111,NA,"2015-2019",2023-06-01 08:05:00
"14008","13564","869","2",16,"2019",0,NA,NA,NA,NA
"14009","13564","869","2",18,"2019",0,NA,NA,NA,NA
"14010","13564","869","2",24,"2019",0,NA,NA,NA,NA
"14011","13694","869","2",48,"2019",0,NA,NA,NA,NA
"14012","13564","869","2",13,"2019",1,1554737,NA,"2015-2019",2023-06-01 07:27:00
"14013","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14014","13564","869","2",13,"2019",0,NA,NA,NA,NA
"14015","13564","869","2",4,"2019",0,NA,NA,NA,NA
"14016","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14017","13564","869","2",16,"2019",0,NA,NA,NA,NA
"14018","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14019","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14020","13692","869","2",12,"2019",0,NA,NA,NA,NA
"14021","13564","869","2",4,"2019",0,NA,NA,NA,NA
"14022","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14023","13564","869","2",3,"2019",0,NA,NA,NA,NA
"14024","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14025","13692","869","2",14,"2019",0,NA,NA,NA,NA
"14026","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14027","13564","869","2",17,"2019",0,NA,NA,NA,NA
"14028","13564","869","2",12,"2019",0,NA,NA,NA,NA
"14029","13564","869","2",17,"2019",0,NA,NA,NA,NA
"14030","13692","869","2",3,"2019",0,NA,NA,NA,NA
"14031","13564","869","2",49,"2019",0,NA,NA,NA,NA
"14032","13564","869","2",27,"2019",0,NA,NA,NA,NA
"14033","13564","869","2",9,"2019",0,NA,NA,NA,NA
"14034","13564","869","2",20,"2019",0,NA,NA,NA,NA
"14035","13564","869","2",9,"2019",0,NA,NA,NA,NA
"14036","13564","869","2",11,"2019",0,NA,NA,NA,NA
"14037","13564","869","2",7,"2019",0,NA,NA,NA,NA
"14038","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14039","13564","869","2",9,"2019",0,NA,NA,NA,NA
"14040","13564","869","2",12,"2019",0,NA,NA,NA,NA
"14041","13564","869","2",22,"2019",0,NA,NA,NA,NA
"14042","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14043","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14044","13564","869","2",17,"2019",0,NA,NA,NA,NA
"14045","13564","869","2",2,"2019",0,NA,NA,NA,NA
"14046","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14047","13564","869","2",27,"2019",0,NA,NA,NA,NA
"14048","13694","869","2",19,"2019",0,NA,NA,NA,NA
"14049","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14050","13951","869","2",8,"2019",0,NA,NA,NA,NA
"14051","13564","869","2",11,"2019",0,NA,NA,NA,NA
"14052","13823","869","2",4,"2019",0,NA,NA,NA,NA
"14053","13691","869","2",21,"2019",1,1023256,NA,"2015-2019",2023-06-01 08:30:00
"14054","13564","869","2",3,"2019",0,NA,NA,NA,NA
"14055","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14056","13564","869","2",3,"2019",0,NA,NA,NA,NA
"14057","13564","869","2",2,"2019",0,NA,NA,NA,NA
"14058","13564","869","2",7,"2019",0,NA,NA,NA,NA
"14059","13564","869","2",2,"2019",0,NA,NA,NA,NA
"14060","13564","869","2",22,"2019",0,NA,NA,NA,NA
"14061","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14062","13564","869","2",8,"2019",0,NA,NA,NA,NA
"14063","13564","869","2",9,"2019",0,NA,NA,NA,NA
"14064","13564","869","2",4,"2019",0,NA,NA,NA,NA
"14065","13692","869","2",21,"2019",0,NA,NA,NA,NA
"14066","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14067","13694","869","2",4,"2019",0,NA,NA,NA,NA
"14068","13564","869","2",16,"2019",0,NA,NA,NA,NA
"14069","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14070","13564","869","2",4,"2019",0,NA,NA,NA,NA
"14071","13694","869","2",2,"2019",0,NA,NA,NA,NA
"14072","13694","869","2",117,"2019",0,NA,NA,NA,NA
"14073","13822","869","2",3,"2019",0,NA,NA,NA,NA
"14074","13564","869","2",6,"2019",0,NA,NA,NA,NA
"14075","13564","869","2",8,"2019",0,NA,NA,NA,NA
"14076","13564","869","2",10,"2019",0,NA,NA,NA,NA
"14077","13564","869","2",13,"2019",0,NA,NA,NA,NA
"14078","13564","869","2",13,"2019",0,NA,NA,NA,NA
"14079","13694","869","2",4,"2019",0,NA,NA,NA,NA
"14080","13564","869","2",59,"2019",0,NA,NA,NA,NA
"14081","13692","869","2",32,"2019",0,NA,NA,NA,NA
"14082","13564","869","2",2,"2019",0,NA,NA,NA,NA
"14083","13564","869","2",35,"2019",0,NA,NA,NA,NA
"14084","13564","869","2",20,"2019",0,NA,NA,NA,NA
"14085","13822","869","2",10,"2019",0,NA,NA,NA,NA
"14086","13564","869","2",30,"2019",0,NA,NA,NA,NA
"14087","13564","869","2",28,"2019",0,NA,NA,NA,NA
"14088","13693","869","2",2,"2019",0,NA,NA,NA,NA
"14089","13564","869","2",7,"2019",0,NA,NA,NA,NA
"14090","13564","869","2",5,"2019",1,667417,NA,"2015-2019",2023-06-01 17:41:00
"14091","13564","869","2",9,"2019",0,NA,NA,NA,NA
"14092","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14093","13694","869","2",6,"2019",0,NA,NA,NA,NA
"14094","13694","869","2",10,"2019",0,NA,NA,NA,NA
"14095","13564","869","2",15,"2019",0,NA,NA,NA,NA
"14096","13564","869","2",12,"2019",0,NA,NA,NA,NA
"14097","13564","869","2",22,"2019",0,NA,NA,NA,NA
"14098","13692","869","2",6,"2019",0,NA,NA,NA,NA
"14099","13692","869","2",13,"2019",0,NA,NA,NA,NA
"14100","13564","869","2",11,"2019",0,NA,NA,NA,NA
"14101","13694","869","2",7,"2019",0,NA,NA,NA,NA
"14102","13691","869","2",33,"2019",0,NA,NA,NA,NA
"14103","13564","869","2",8,"2019",0,NA,NA,NA,NA
"14104","13564","869","2",27,"2019",0,NA,NA,NA,NA
"14105","13564","869","2",7,"2019",0,NA,NA,NA,NA
"14106","13564","869","2",24,"2019",0,NA,NA,NA,NA
"14107","13564","869","2",7,"2019",0,NA,NA,NA,NA
"14108","13692","869","2",16,"2019",0,NA,NA,NA,NA
"14109","13564","869","2",16,"2019",0,NA,NA,NA,NA
"14110","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14111","13564","869","2",20,"2019",0,NA,NA,NA,NA
"14112","13564","869","2",26,"2019",0,NA,NA,NA,NA
"14113","13694","869","2",5,"2019",0,NA,NA,NA,NA
"14114","13694","869","2",30,"2019",0,NA,NA,NA,NA
"14115","13951","869","2",5,"2019",0,NA,NA,NA,NA
"14116","13564","869","2",69,"2019",0,NA,NA,NA,NA
"14117","13951","869","2",6,"2019",0,NA,NA,NA,NA
"14118","13564","869","2",15,"2019",0,NA,NA,NA,NA
"14119","13693","869","2",22,"2019",0,NA,NA,NA,NA
"14120","13564","869","2",32,"2019",0,NA,NA,NA,NA
"14121","13564","869","2",15,"2019",0,NA,NA,NA,NA
"14122","13694","869","2",10,"2019",0,NA,NA,NA,NA
"14123","13564","869","2",11,"2019",0,NA,NA,NA,NA
"14124","13564","869","2",13,"2019",0,NA,NA,NA,NA
"14125","13694","869","2",34,"2019",0,NA,NA,NA,NA
"14126","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14127","13564","869","2",16,"2019",0,NA,NA,NA,NA
"14128","13564","869","2",5,"2019",0,NA,NA,NA,NA
"14129","13564","869","2",51,"2019",0,NA,NA,NA,NA
"14130","13564","869","2",13,"2019",0,NA,NA,NA,NA
"14131","13693","869","2",26,"2019",0,NA,NA,NA,NA
"14132","13692","869","2",40,"2019",0,NA,NA,NA,NA
"14133","13564","869","2",12,"2019",0,NA,NA,NA,NA
"14134","13564","869","2",12,"2019",0,NA,NA,NA,NA
"14135","13564","869","2",14,"2019",0,NA,NA,NA,NA
"14136","13694","869","2",44,"2019",0,NA,NA,NA,NA
"14137","13694","869","2",19,"2019",0,NA,NA,NA,NA
"14138","13564","869","2",32,"2019",1,1569989,NA,"2015-2019",2023-06-01 07:50:00
"14139","13694","869","2",34,"2000-2006",0,NA,NA,NA,NA
"14140","13564","869","2",1,"2019",0,NA,NA,NA,NA
"14141","13564","869","2",10,"2020",0,NA,NA,NA,NA
"14142","13564","869","2",10,"2020",0,NA,NA,NA,NA
"14143","13694","869","2",2,"2020",0,NA,NA,NA,NA
"14144","13564","869","2",9,"2020",0,NA,NA,NA,NA
"14145","13564","869","2",20,"2020",0,NA,NA,NA,NA
"14146","13564","869","2",8,"2020",0,NA,NA,NA,NA
"14147","13693","869","2",3,"2020",0,NA,NA,NA,NA
"14148","13694","869","2",11,"2020",0,NA,NA,NA,NA
"14149","13694","869","2",18,"2020",0,NA,NA,NA,NA
"14150","13951","869","2",5,"2020",0,NA,NA,NA,NA
"14151","13564","869","2",27,"2020",0,NA,NA,NA,NA
"14152","13564","869","2",39,"2020",0,NA,NA,NA,NA
"14153","13951","869","2",20,"2020",0,NA,NA,NA,NA
"14154","13692","869","2",14,"2020",0,NA,NA,NA,NA
"14155","13694","869","2",18,"2020",0,NA,NA,NA,NA
"14156","13564","869","2",6,"2020",0,NA,NA,NA,NA
"14157","13564","869","2",5,"2020",0,NA,NA,NA,NA
"14158","13564","869","2",8,"2020",0,NA,NA,NA,NA
"14159","13564","869","2",7,"2020",0,NA,NA,NA,NA
"14160","13564","869","2",4,"2020",0,NA,NA,NA,NA
"14161","13694","869","2",13,"2020",0,NA,NA,NA,NA
"14162","13564","869","2",6,"2020",0,NA,NA,NA,NA
"14163","13564","869","2",10,"2020",0,NA,NA,NA,NA
"14164","13951","869","2",26,"2020",0,NA,NA,NA,NA
"14165","13693","869","2",21,"2020",0,NA,NA,NA,NA
"14166","13564","869","2",27,"2020",0,NA,NA,NA,NA
"14167","13822","869","2",8,"2020",1,564242,NA,"2020-2022",2023-06-01 07:00:00
"14168","13564","869","2",13,"2020",0,NA,NA,NA,NA
"14169","13822","869","2",14,"2020",1,564242,NA,"2020-2022",2023-06-01 07:17:00
"14170","13692","869","2",19,"2020",0,NA,NA,NA,NA
"14171","13564","869","2",7,"2020",0,NA,NA,NA,NA
"14172","13691","869","2",29,"2020",0,NA,NA,NA,NA
"14173","13564","869","2",32,"2020",0,NA,NA,NA,NA
"14174","13694","869","2",15,"2020",0,NA,NA,NA,NA
"14175","13694","869","2",5,"2020",0,NA,NA,NA,NA
"14176","13694","869","2",8,"2020",0,NA,NA,NA,NA
"14177","13821","869","2",11,"2020",0,NA,NA,NA,NA
"14178","13822","869","2",16,"2020",1,564242,NA,"2020-2022",2023-06-01 09:13:00
"14179","13564","869","2",50,"2020",0,NA,NA,NA,NA
"14180","13951","869","2",8,"2020",0,NA,NA,NA,NA
"14181","13692","869","2",24,"2020",0,NA,NA,NA,NA
"14182","13564","869","2",14,"2020",0,NA,NA,NA,NA
"14183","13564","869","2",5,"2020",0,NA,NA,NA,NA
"14184","13694","869","2",12,"2020",0,NA,NA,NA,NA
"14185","13951","869","2",13,"2020",0,NA,NA,NA,NA
"14186","13564","869","2",9,"2020",0,NA,NA,NA,NA
"14187","13564","869","2",40,"2020",0,NA,NA,NA,NA
"14188","13694","869","2",38,"2020",0,NA,NA,NA,NA
"14189","13694","869","2",3,"2020",0,NA,NA,NA,NA
"14190","13564","869","2",10,"2020",0,NA,NA,NA,NA
"14191","13564","869","2",3,"2020",0,NA,NA,NA,NA
"14192","13694","869","2",13,"2020",0,NA,NA,NA,NA
"14193","13694","869","2",7,"2020",0,NA,NA,NA,NA
"14194","13564","869","2",5,"2020",1,104462,NA,"2020-2022",2023-06-01 08:10:00
"14195","13951","869","2",18,"2020",0,NA,NA,NA,NA
"14196","13694","869","2",36,"2020",0,NA,NA,NA,NA
"14197","13564","869","2",10,"2020",0,NA,NA,NA,NA
"14198","13564","869","2",24,"2020",0,NA,NA,NA,NA
"14199","13951","869","2",42,"2020",0,NA,NA,NA,NA
"14200","13564","869","2",33,"2020",0,NA,NA,NA,NA
"14201","13951","869","2",5,"2020",0,NA,NA,NA,NA
"14202","13951","869","2",1,"2020",0,NA,NA,NA,NA
"14203","13951","869","2",14,"2020",0,NA,NA,NA,NA
"14204","13821","869","2",35,"2020",0,NA,NA,NA,NA
"14205","13564","869","2",37,"2020",0,NA,NA,NA,NA
"14206","13693","869","2",18,"2020",0,NA,NA,NA,NA
"14207","13564","869","2",37,"2020",1,1203654,NA,"2020-2022",2023-06-01 07:32:00
"14208","13564","869","2",13,"2020",0,NA,NA,NA,NA
"14209","13951","869","2",16,"2020",0,NA,NA,NA,NA
"14210","13564","869","2",12,"2020",0,NA,NA,NA,NA
"14211","13564","869","2",46,"2020",0,NA,NA,NA,NA
"14212","13691","869","2",10,"2020",0,NA,NA,NA,NA
"14213","13691","869","2",6,"2020",0,NA,NA,NA,NA
"14214","13564","869","2",5,"2020",0,NA,NA,NA,NA
"14215","13564","869","2",49,"2020",1,1203654,NA,"2020-2022",2023-06-01 07:03:00
"14216","13694","869","2",5,"2020",0,NA,NA,NA,NA
"14217","13564","869","2",18,"2020",0,NA,NA,NA,NA
"14218","13694","869","2",2,"2020",0,NA,NA,NA,NA
"14219","13694","869","2",1,"2020",0,NA,NA,NA,NA
"14220","13694","869","2",18,"2020",0,NA,NA,NA,NA
"14221","13564","869","2",23,"2020",1,1569989,NA,"2020-2022",2023-06-01 10:41:00
"14222","13564","869","2",10,"2014",0,NA,NA,NA,NA
"14223","13564","869","2",25,"2011-2012",0,NA,NA,NA,NA
"14224","13564","869","2",18,"2019",0,NA,NA,NA,NA
"14225","13694","869","2",2,"2019",0,NA,NA,NA,NA
"14226","10761","686","4",77,"2000-2006",1,578380,NA,"before 2006",2023-06-01
"14227","10891","686","4",15,"2020",0,NA,NA,NA,NA
"14228","10761","686","4",5,"2020",0,NA,NA,NA,NA
"14229","10761","686","4",2,"2020",0,NA,NA,NA,NA
"14230","10891","686","4",8,"2020",0,NA,NA,NA,NA
"14231","10761","686","4",12,"2020",0,NA,NA,NA,NA
"14232","10764","686","4",4,"2022",0,NA,NA,NA,NA
"14233","10761","686","4",46,"2011-2012",1,355741,NA,"2007-2014",2023-06-01 05:30:00
"14234","10761","686","4",40,"2011-2012",1,355741,NA,"2007-2014",2023-06-01 16:00:00
"14235","10761","686","4",43,"2011-2012",1,355741,NA,"2007-2014",2023-06-01 06:30:00
"14236","10761","686","4",13,"2013",0,NA,NA,NA,NA
"14237","10631","686","4",7,"2017",0,NA,NA,NA,NA
"14238","11532","749","4",12,"2022",0,NA,NA,NA,NA
"14239","11792","749","4",13,"2022",0,NA,NA,NA,NA
"14240","11791","749","4",43,"2022",0,NA,NA,NA,NA
"14241","11791","749","4",34,"2022",0,NA,NA,NA,NA
"14242","11789","749","4",17,"2022",0,NA,NA,NA,NA
"14243","11789","749","4",11,"2022",0,NA,NA,NA,NA
"14244","11660","749","4",2,"2022",0,NA,NA,NA,NA
"14245","11792","749","4",5,"2022",0,NA,NA,NA,NA
"14246","11792","749","4",15,"2022",0,NA,NA,NA,NA
"14247","11660","749","4",8,"2022",0,NA,NA,NA,NA
"14248","11659","749","4",27,"2022",0,NA,NA,NA,NA
"14249","11792","749","4",10,"2022",0,NA,NA,NA,NA
"14250","11792","749","4",24,"2022",0,NA,NA,NA,NA
"14251","11791","749","4",12,"2022",0,NA,NA,NA,NA
"14252","11921","749","4",18,"2022",0,NA,NA,NA,NA
"14253","11922","749","4",9,"2022",0,NA,NA,NA,NA
"14254","11791","749","4",18,"2022",0,NA,NA,NA,NA
"14255","11922","749","4",6,"2022",0,NA,NA,NA,NA
"14256","11790","749","4",18,"2022",0,NA,NA,NA,NA
"14257","11660","749","4",10,"2022",0,NA,NA,NA,NA
"14258","11660","749","4",13,"2022",0,NA,NA,NA,NA
"14259","11789","749","4",72,"2022",0,NA,NA,NA,NA
"14260","11659","749","4",6,"2022",0,NA,NA,NA,NA
"14261","11922","749","4",4,"2022",0,NA,NA,NA,NA
"14262","11922","749","4",5,"2022",0,NA,NA,NA,NA
"14263","11922","749","4",10,"2022",0,NA,NA,NA,NA
"14264","11922","749","4",9,"2022",0,NA,NA,NA,NA
"14265","11792","749","4",8,"2022",0,NA,NA,NA,NA
"14266","11921","749","4",16,"2022",0,NA,NA,NA,NA
"14267","11790","749","4",6,"2022",0,NA,NA,NA,NA
"14268","11660","749","4",2,"2022",0,NA,NA,NA,NA
"14269","11660","749","4",19,"2022",0,NA,NA,NA,NA
"14270","11921","749","4",41,"2022",0,NA,NA,NA,NA
"14271","11922","749","4",18,"2022",0,NA,NA,NA,NA
"14272","11921","749","4",20,"2022",0,NA,NA,NA,NA
"14273","11792","749","4",9,"2022",0,NA,NA,NA,NA
"14274","11922","749","4",28,"2022",0,NA,NA,NA,NA
"14275","11660","749","4",67,"2022",0,NA,NA,NA,NA
"14276","11792","749","4",27,"2022",0,NA,NA,NA,NA
"14277","11792","749","4",25,"2022",0,NA,NA,NA,NA
"14278","11792","749","4",12,"2022",0,NA,NA,NA,NA
"14279","11661","749","4",5,"2022",0,NA,NA,NA,NA
"14280","11789","749","4",18,"2022",0,NA,NA,NA,NA
"14281","11789","749","4",22,"2022",0,NA,NA,NA,NA
"14282","11922","749","4",18,"2022",0,NA,NA,NA,NA
"14283","11791","749","4",24,"2022",0,NA,NA,NA,NA
"14284","11791","749","4",12,"2022",0,NA,NA,NA,NA
"14285","11791","749","4",22,"2022",0,NA,NA,NA,NA
"14286","11921","749","4",8,"2022",0,NA,NA,NA,NA
"14287","11921","749","4",10,"2022",0,NA,NA,NA,NA
"14288","11921","749","4",7,"2022",0,NA,NA,NA,NA
"14289","11659","749","4",5,"2021",0,NA,NA,NA,NA
"14290","11791","749","4",45,"2022",0,NA,NA,NA,NA
"14291","11792","749","4",17,"2022",0,NA,NA,NA,NA
"14292","11530","749","4",5,"2022",0,NA,NA,NA,NA
"14293","11790","749","4",3,"2022",0,NA,NA,NA,NA
"14294","11921","749","4",4,"2022",0,NA,NA,NA,NA
"14295","11921","749","4",8,"2022",0,NA,NA,NA,NA
"14296","11921","749","4",11,"2022",0,NA,NA,NA,NA
"14297","11921","749","4",13,"2022",0,NA,NA,NA,NA
"14298","11922","749","4",31,"2022",0,NA,NA,NA,NA
"14299","11792","749","4",7,"2022",0,NA,NA,NA,NA
"14300","11791","749","4",15,"2022",0,NA,NA,NA,NA
"14301","11792","749","4",7,"2022",0,NA,NA,NA,NA
"14302","11660","749","4",3,"2022",0,NA,NA,NA,NA
"14303","11530","749","4",14,"2022",0,NA,NA,NA,NA
"14304","11789","749","4",19,"2022",0,NA,NA,NA,NA
"14305","11792","749","4",42,"2014",0,NA,NA,NA,NA
"14306","11922","749","4",6,"2014",0,NA,NA,NA,NA
"14307","11789","749","4",15,"2014",0,NA,NA,NA,NA
"14308","11789","749","4",33,"2014",0,NA,NA,NA,NA
"14309","11791","749","4",12,"2014",0,NA,NA,NA,NA
"14310","11922","749","4",7,"2014",0,NA,NA,NA,NA
"14311","11922","749","4",13,"2014",0,NA,NA,NA,NA
"14312","11789","749","4",28,"2014",0,NA,NA,NA,NA
"14313","11789","749","4",14,"2014",0,NA,NA,NA,NA
"14314","11789","749","4",10,"2014",0,NA,NA,NA,NA
"14315","11919","749","4",14,"2014",0,NA,NA,NA,NA
"14316","11789","749","4",6,"2014",0,NA,NA,NA,NA
"14317","11660","749","4",39,"2014",1,613199,NA,"2007-2014",2023-06-01 05:35:00
"14318","11922","749","4",25,"2014",0,NA,NA,NA,NA
"14319","11790","749","4",36,"2013",0,NA,NA,NA,NA
"14320","11921","749","4",11,"2014",0,NA,NA,NA,NA
