"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","rangelci","rangemean","rangerci","SoIB.Latest.Long.Term.Status","SoIB.Latest.Current.Status","SoIB.Latest.Range.Status","SoIB.Latest.Priority.Status","SoIB.Major.Update.Long.Term.Status","SoIB.Major.Update.Current.Status","SoIB.Major.Update.Range.Status","SoIB.Major.Update.Priority.Status"
"Green-billed Malkoha","Phaenicophaeus tristis","grbmal1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Green-billed Malkoha","Phaenicophaeus tristis","Green-billed Malkoha","Phaenicophaeus tristis","Least Concern","Schedule-II","","",NA,"Green-billed Malkoha","Phaenicophaeus tristis","avibase-147BEFCD",1,4.77,1,0.196598682,140,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Chestnut-winged Cuckoo","Clamator coromandus","chwcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Chestnut-winged Cuckoo","Clamator coromandus","Chestnut-winged Cuckoo","Clamator coromandus","Least Concern","Schedule-II","","",NA,"Chestnut-winged Cuckoo","Clamator coromandus","avibase-575C66D2",1,3.45,1,0.27802077,141,"","","X",35,0.114285714285714,0.214285714285714,0.371428571428571,16.4857142857143,2.11430266629588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12342,12342,12342,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Moderate"
"Pied Cuckoo","Clamator jacobinus","piecuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Summer Migrant",NA,NA,NA,"Pied Cuckoo","Clamator jacobinus","Jacobin Cuckoo","Clamator jacobinus","Least Concern","Schedule-II","","",NA,"Jacobin Cuckoo","Clamator jacobinus","avibase-BF0A0954",1,3.41,2,0.154220297,142,"X","X","X",233,0.0686695278969957,0.530042918454936,0.716738197424893,15.3605150214592,0.746231336311692,56.8309522590635,75.185322322352,99.4918447301579,55.4557743996739,76.2019871269885,104.593590508217,54.0855863705205,77.1766589564626,109.960848955363,52.7168392007921,78.1767558787671,115.712088718967,51.364737120719,79.1803800725948,121.852841596874,50.008634728535,80.2103193981227,128.41888427921,48.6863194375408,81.2405226985496,135.410641405613,47.3811238889365,82.332331229069,142.639954471777,NA,NA,NA,-27.1079123952548,-12.2983107662791,5.776484970391,-3.27729002058553,0.643242389338692,4.56377479926291,130715,130796,130877,"Stable","Trend Inconclusive",NA,"Low","Trend Inconclusive","Stable",NA,"Low"
"Asian Koel","Eudynamys scolopaceus","asikoe2","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"Asian Koel","Eudynamys scolopaceus","Western Koel","Eudynamys scolopaceus","Least Concern","Schedule-II","","",NA,"Asian Koel","Eudynamys scolopaceus","avibase-61503588",1,5.58,2,0.279808865,143,"X","X","X",251,0.123505976095618,0.755478087649402,0.888446215139442,14.7131474103586,0.769869458076915,104.830632297473,120.137127841404,137.720811010963,104.165240384323,121.584275889844,141.948264112445,103.495842782034,123.068233292445,146.305693821008,102.778376855901,124.539618435391,150.865476897668,102.050965833712,126.044327002468,155.625487509808,101.290893918948,127.530618868848,160.556284341672,100.535703666792,129.074466101237,165.66209554815,99.7584521940918,130.647819895757,170.996919471226,NA,NA,NA,97.203856250597,117.28398970112,144.017030686482,-1.98566252336033,2.33412797293293,6.65391846922619,144987,144993,144999,"Rapid Increase","Trend Inconclusive",NA,"Low","Rapid Increase","Trend Inconclusive",NA,"Low"
"Asian Emerald Cuckoo","Chrysococcyx maculatus","asecuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Summer Migrant",1,NA,NA,"Asian Emerald Cuckoo","Chrysococcyx maculatus","Asian Emerald Cuckoo","Chrysococcyx maculatus","Least Concern","Schedule-II","","",NA,"Asian Emerald Cuckoo","Chrysococcyx maculatus","avibase-DD1544E8",1,3.74,1,0.107298771,144,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Violet Cuckoo","Chrysococcyx xanthorhynchus","viocuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Summer Migrant",NA,NA,NA,"Violet Cuckoo","Chrysococcyx xanthorhynchus","Violet Cuckoo","Chrysococcyx xanthorhynchus","Least Concern","Schedule-II","","",NA,"Violet Cuckoo","Chrysococcyx xanthorhynchus","avibase-A6C03533",1,3.59,1,0.035199146,145,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horsfield's Bronze-Cuckoo","Chalcites basalis","hobcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Horsfield's Bronze-Cuckoo","Chalcites basalis","Horsfield's Bronze-cuckoo","Chalcites basalis","Least Concern","Schedule-II","","",NA,"Horsfield's Bronze Cuckoo","Chalcites basalis","avibase-91248B47",NA,3.67,1,NA,146,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Banded Bay Cuckoo","Cacomantis sonneratii","babcuc2","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Banded Bay Cuckoo","Cacomantis sonneratii","Banded Bay Cuckoo","Cacomantis sonneratii","Least Concern","Schedule-II","","",NA,"Banded Bay Cuckoo","Cacomantis sonneratii","avibase-9E932BD4",1,4.05,1,0.284951913,147,"","","X",45,0.0444444444444444,0.258333333333333,0.4,17.6222222222222,1.78193476610738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19598,19598,19598,"Insufficient Data","Insufficient Data",NA,"Moderate","Insufficient Data","Insufficient Data",NA,"Low"
"Plaintive Cuckoo","Cacomantis merulinus","placuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Plaintive Cuckoo","Cacomantis merulinus","Plaintive Cuckoo","Cacomantis merulinus","Least Concern","Schedule-II","","",NA,"Plaintive Cuckoo","Cacomantis merulinus","avibase-54089C78",1,3.79,1,0.094461473,148,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Gray-bellied Cuckoo","Cacomantis passerinus","placuc3","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident & Local Migrant",NA,NA,NA,"Grey-bellied Cuckoo","Cacomantis passerinus","Grey-bellied Cuckoo","Cacomantis passerinus","Least Concern","Schedule-II","","",NA,"Grey-bellied Cuckoo","Cacomantis passerinus","avibase-84D36C76",1,3.76,1,0.888198698,149,"","X","X",163,0.0306748466257669,0.38420245398773,0.503067484662577,16.7116564417178,0.859632873080896,73.2109278603067,91.6905830243246,114.855262062099,70.0966518464357,90.4400158919894,116.888044357861,67.127237203663,89.2943964539116,118.950889104021,64.2308570848493,88.2023863731438,121.117902793694,61.4309919204606,87.0735464121161,123.403159360292,58.7133981117371,86.0084471523301,125.87364468296,56.113872286599,84.8828405444542,128.322872898203,53.6120465357424,83.8188756514224,131.003466814345,NA,NA,NA,NA,NA,NA,-4.58641090791147,-1.28020524770154,2.02600041250839,91757,91757,91757,"Insufficient Data","Trend Inconclusive",NA,"Low","Insufficient Data","Trend Inconclusive",NA,"Low"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","asidrc2","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Within-India Migrant",NA,NA,NA,"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","Fork-tailed Drongo-cuckoo","Surniculus dicruroides","Least Concern","Schedule-II","","",NA,"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides","avibase-89141C11",1,4.1,1,0.257787052,150,"","","X",17,NA,0.176470588235294,0.352941176470588,16.8823529411765,3.40264175814264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14629,14833,15037,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Moderate"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris","asidrc3","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant",NA,NA,NA,"Square-tailed Drongo-Cuckoo","Surniculus lugubris","Square-tailed Drongo-cuckoo","Surniculus lugubris","Least Concern","Schedule-II","","",NA,"Square-tailed Drongo-Cuckoo","Surniculus lugubris","avibase-A6A5EE59",1,4.03,1,0.032556676,151,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",NA,NA,NA,NA
"Large Hawk-Cuckoo","Hierococcyx sparverioides","larhac2","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Within-India Migrant",NA,NA,NA,"Large Hawk-Cuckoo","Hierococcyx sparverioides","Large Hawk-Cuckoo","Hierococcyx sparverioides","Least Concern","Schedule-II","","",NA,"Large Hawk-Cuckoo","Hierococcyx sparverioides","avibase-CC033E81",1,5.59,1,0.114178143,152,"","","X",8,0.25,0.270833333333333,NA,17.375,6.20843176655748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5507,5507,5507,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Common Hawk-Cuckoo","Hierococcyx varius","cohcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Common Hawk-Cuckoo","Hierococcyx varius","Common Hawk-Cuckoo","Hierococcyx varius","Least Concern","Schedule-II","","",NA,"Common Hawk-Cuckoo","Hierococcyx varius","avibase-0880DDC8",1,5.11,1,0.849691188,153,"X","X","X",233,0.103004291845494,0.58637339055794,0.785407725321888,15.137339055794,0.78203254349632,157.19503959088,173.897457672048,192.234866949131,163.713013092526,183.477894977946,205.468948636925,170.466022490099,193.697426131559,219.746419170937,177.470406604003,204.277819801238,235.210890696296,184.76220901328,215.631650092756,251.679348226649,192.198232013917,227.513764849909,269.409977322746,199.983605365105,240.053736633844,288.390441012827,208.098029493364,253.393527470733,308.870536322792,NA,NA,NA,9.616899708937,27.371969549408,47.281346889744,4.22004525380301,5.8351712973231,7.45029734084319,139486,139518,139550,"Trend Inconclusive","Rapid Increase",NA,"Low","Stable","Rapid Increase",NA,"Low"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","hodhac1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","Whistling Hawk-Cuckoo","Hierococcyx nisicolor","Least Concern","Schedule-II","","",NA,"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor","avibase-099F2928",1,4.84,1,0.042998206,154,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Cuckoo","Cuculus poliocephalus","lescuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Lesser Cuckoo","Cuculus poliocephalus","Lesser Cuckoo","Cuculus poliocephalus","Least Concern","Schedule-II","","",NA,"Lesser Cuckoo","Cuculus poliocephalus","avibase-FF41B79F",1,3.42,1,0.171133891,155,"","","X",2,0.5,NA,NA,13.5,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,315,483,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Indian Cuckoo","Cuculus micropterus","indcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"24 hour","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Summer Migrant & Localized Winter Migrant",NA,NA,NA,"Indian Cuckoo","Cuculus micropterus","Indian Cuckoo","Cuculus micropterus","Least Concern","Schedule-II","","",NA,"Indian Cuckoo","Cuculus micropterus","avibase-5CFEDF61",1,4.08,1,0.166901806,156,"","","X",28,0.0357142857142857,0.1875,0.178571428571429,17.8928571428571,2.32815536582235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15768,15827,15886,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Himalayan Cuckoo","Cuculus saturatus","himcuc1","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Himalayan Cuckoo","Cuculus saturatus","Himalayan Cuckoo","Cuculus saturatus","Least Concern","Schedule-II","","",NA,"Himalayan Cuckoo","Cuculus saturatus","avibase-66812DE2",1,4.05,1,0.056488037,157,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"Common Cuckoo","Cuculus canorus","comcuc","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Summer Migrant & Passage Migrant",NA,NA,NA,"Common Cuckoo","Cuculus canorus","Common Cuckoo","Cuculus canorus","Least Concern","Schedule-II","","",NA,"Common Cuckoo","Cuculus canorus","avibase-B3D2C3C5",1,4.08,3,0.017564402,158,"","","X",43,NA,0.203488372093023,0.302325581395349,19.4186046511628,1.4441532158697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54351,54526,54701,"Insufficient Data","Insufficient Data",NA,"Low","Insufficient Data","Insufficient Data",NA,"Low"
"Great Eared-Nightjar","Lyncornis macrotis","grenig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",1,NA,NA,"Great Eared-Nightjar","Lyncornis macrotis","Great Eared-nightjar","Lyncornis macrotis","Least Concern","Schedule-II","","",NA,"Great Eared Nightjar","Lyncornis macrotis","avibase-C5E15B31",1,6.06,2,0.111654172,159,"","","",6,0.333333333333333,0.222222222222222,NA,13.8333333333333,7.30594947818405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jungle Nightjar","Caprimulgus indicus","grynig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident & Local Migrant",NA,NA,NA,"Jungle Nightjar","Caprimulgus indicus","Jungle Nightjar","Caprimulgus indicus","Least Concern","Schedule-II","","",NA,"Jungle Nightjar","Caprimulgus indicus","avibase-5FF16559",1,3.79,1,0.979262617,160,"","","",30,0.0333333333333333,0.291666666666667,0.466666666666667,17.8333333333333,2.44530200910006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray Nightjar","Caprimulgus jotaka","grynig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Summer Migrant",NA,NA,NA,"Grey Nightjar","Caprimulgus jotaka","Grey Nightjar","Caprimulgus jotaka","Least Concern","Schedule-II","","",NA,"Grey Nightjar","Caprimulgus jotaka","avibase-7A2734EB",1,3.6,2,0.033921643,161,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Nightjar","Caprimulgus europaeus","eurnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Passage Migrant",NA,NA,NA,"European Nightjar","Caprimulgus europaeus","European Nightjar","Caprimulgus europaeus","Least Concern","Schedule-II","","",NA,"European Nightjar","Caprimulgus europaeus","avibase-80D4B0FE",1,3.16,2,6.82e-06,162,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sykes's Nightjar","Caprimulgus mahrattensis","syknig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",1,NA,NA,"Sykes's Nightjar","Caprimulgus mahrattensis","Sykes's Nightjar","Caprimulgus mahrattensis","Least Concern","Schedule-II","","",NA,"Sykes's Nightjar","Caprimulgus mahrattensis","avibase-C727BD31",1,3.3,1,0.524853301,163,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large-tailed Nightjar","Caprimulgus macrurus","latnig2","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Local Migrant",NA,NA,NA,"Large-tailed Nightjar","Caprimulgus macrurus","Large-tailed Nightjar","Caprimulgus macrurus","Least Concern","Schedule-II","","",NA,"Large-tailed Nightjar","Caprimulgus macrurus","avibase-04DDADF0",1,3.8,2,0.158074799,164,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Nightjar","Caprimulgus andamanicus","andnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest & Plantation","Resident",NA,NA,1,"Andaman Nightjar","Caprimulgus andamanicus","Andaman Nightjar","Caprimulgus andamanicus","Least Concern","Schedule-II","","",NA,"Andaman Nightjar","Caprimulgus andamanicus","avibase-74E9F29B",1,3.62,1,1,165,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerdon's Nightjar","Caprimulgus atripennis","jernig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"Jerdon's Nightjar","Caprimulgus atripennis","Jerdon's Nightjar","Caprimulgus atripennis","Least Concern","Schedule-II","","",NA,"Jerdon's Nightjar","Caprimulgus atripennis","avibase-FAFED39C",1,3.67,1,0.865465783,166,"","","",65,0.0615384615384615,0.286538461538462,0.553846153846154,17.2769230769231,1.37422452796275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Nightjar","Caprimulgus asiaticus","indnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Indian Nightjar","Caprimulgus asiaticus","Indian Nightjar","Caprimulgus asiaticus","Least Concern","Schedule-II","","",NA,"Indian Nightjar","Caprimulgus asiaticus","avibase-65D4C83B",1,3.3,1,0.698223212,167,"","","",136,0.0514705882352941,0.299632352941176,0.455882352941176,17.6470588235294,0.902073633179159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Savanna Nightjar","Caprimulgus affinis","savnig1","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",NA,NA,NA,NA,"Nocturnal","Nocturnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Resident & Local Migrant",NA,NA,NA,"Savanna Nightjar","Caprimulgus affinis","Savanna Nightjar","Caprimulgus affinis","Least Concern","Schedule-II","","",NA,"Savanna Nightjar","Caprimulgus affinis","avibase-50EDFCF2",1,3.67,1,0.460102931,168,"","","",8,NA,0.178571428571429,0.25,20.125,4.06497539967956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
